Id,DataMovimentacao,Descricao,Valor,Tipo
3272,2031-10-21,Hospedagem,100.0,1
3273,2030-04-27,Hospedagem,400.0,1
3274,2031-05-07,Hospedagem,150.0,1
3275,2030-09-29,Hospedagem,600.0,1
3276,2032-09-25,Hospedagem,200.0,1
3277,2030-08-12,Hospedagem,300.0,1
3278,2031-05-08,Hospedagem,200.0,1
3279,2032-03-09,Hospedagem,600.0,1
3280,2032-03-14,Hospedagem,200.0,1
3281,2031-11-28,Hospedagem,150.0,1
3282,2031-07-08,Hospedagem,300.0,1
3283,2030-05-10,Hospedagem,1000.0,1
3284,2030-12-22,Hospedagem,450.0,1
3285,2030-07-27,Hospedagem,100.0,1
3286,2031-08-18,Hospedagem,150.0,1
3287,2030-01-26,Hospedagem,100.0,1
3288,2032-10-13,Hospedagem,400.0,1
3289,2032-03-30,Hospedagem,200.0,1
3290,2031-01-26,Hospedagem,300.0,1
3291,2030-06-30,Hospedagem,150.0,1
3292,2031-03-28,Hospedagem,100.0,1
3293,2030-06-13,Hospedagem,150.0,1
3294,2032-10-05,Hospedagem,200.0,1
3295,2030-03-08,Hospedagem,400.0,1
3296,2030-09-01,Hospedagem,150.0,1
3297,2032-12-29,Hospedagem,100.0,1
3298,2030-07-25,Hospedagem,150.0,1
3299,2031-03-10,Hospedagem,500.0,1
3300,2030-11-09,Hospedagem,100.0,1
3301,2031-12-13,Hospedagem,100.0,1
3302,2032-05-10,Hospedagem,200.0,1
3303,2030-07-20,Hospedagem,150.0,1
3304,2031-05-28,Hospedagem,150.0,1
3305,2031-08-05,Hospedagem,300.0,1
3306,2032-08-29,Hospedagem,300.0,1
3307,2031-11-04,Hospedagem,150.0,1
3308,2032-03-01,Hospedagem,100.0,1
3309,2031-05-28,Hospedagem,150.0,1
3310,2031-12-12,Hospedagem,500.0,1
3311,2031-06-19,Hospedagem,100.0,1
3312,2031-11-02,Hospedagem,600.0,1
3313,2030-02-18,Hospedagem,100.0,1
3314,2030-08-15,Hospedagem,300.0,1
3315,2030-11-24,Hospedagem,100.0,1
3316,2030-01-19,Hospedagem,150.0,1
3317,2032-10-06,Hospedagem,200.0,1
3318,2031-05-19,Hospedagem,100.0,1
3319,2031-12-16,Hospedagem,300.0,1
3320,2030-03-31,Hospedagem,400.0,1
3321,2030-10-03,Hospedagem,450.0,1
3322,2030-05-08,Hospedagem,200.0,1
3323,2031-11-04,Hospedagem,150.0,1
3324,2031-05-02,Hospedagem,100.0,1
3325,2032-10-04,Hospedagem,100.0,1
3326,2031-02-23,Hospedagem,400.0,1
3327,2030-03-20,Hospedagem,200.0,1
3328,2032-09-14,Hospedagem,200.0,1
3329,2032-08-01,Hospedagem,100.0,1
3330,2031-04-23,Hospedagem,300.0,1
3331,2031-01-06,Hospedagem,150.0,1
3332,2032-03-12,Hospedagem,800.0,1
3333,2030-04-25,Hospedagem,300.0,1
3334,2031-02-23,Hospedagem,150.0,1
3335,2032-01-01,Hospedagem,100.0,1
3336,2030-09-24,Hospedagem,100.0,1
3337,2030-02-05,Hospedagem,100.0,1
3338,2032-03-28,Hospedagem,100.0,1
3339,2031-07-21,Hospedagem,100.0,1
3340,2032-02-02,Hospedagem,100.0,1
3341,2032-10-09,Hospedagem,200.0,1
3342,2030-05-16,Hospedagem,200.0,1
3343,2032-02-15,Hospedagem,150.0,1
3344,2031-11-23,Hospedagem,300.0,1
3345,2031-04-20,Hospedagem,400.0,1
3346,2031-11-27,Hospedagem,600.0,1
3347,2032-03-04,Hospedagem,150.0,1
3348,2031-07-01,Hospedagem,300.0,1
3349,2030-10-09,Hospedagem,300.0,1
3350,2031-02-10,Hospedagem,450.0,1
3351,2030-12-11,Hospedagem,600.0,1
3352,2031-05-14,Hospedagem,150.0,1
3353,2030-03-25,Hospedagem,300.0,1
3354,2031-08-17,Hospedagem,800.0,1
3355,2030-07-25,Hospedagem,200.0,1
3356,2030-04-27,Hospedagem,300.0,1
3357,2030-09-28,Hospedagem,750.0,1
3358,2030-06-09,Hospedagem,300.0,1
3359,2031-10-29,Hospedagem,200.0,1
3360,2032-09-10,Hospedagem,100.0,1
3361,2030-06-03,Hospedagem,400.0,1
3362,2032-02-14,Hospedagem,200.0,1
3363,2030-02-26,Hospedagem,300.0,1
3364,2030-09-05,Hospedagem,100.0,1
3365,2032-11-27,Hospedagem,100.0,1
3366,2032-05-01,Hospedagem,200.0,1
3367,2031-05-25,Hospedagem,150.0,1
3368,2031-02-02,Hospedagem,200.0,1
3369,2030-09-26,Hospedagem,300.0,1
3370,2030-11-27,Hospedagem,100.0,1
3371,2031-09-24,Hospedagem,400.0,1
3372,2031-02-17,Hospedagem,100.0,1
3373,2032-03-13,Hospedagem,200.0,1
3374,2031-01-16,Hospedagem,150.0,1
3375,2031-08-19,Hospedagem,450.0,1
3376,2031-09-03,Hospedagem,150.0,1
3377,2032-07-17,Hospedagem,100.0,1
3378,2030-02-20,Hospedagem,100.0,1
3379,2030-11-22,Hospedagem,300.0,1
3380,2031-11-02,Hospedagem,150.0,1
3381,2031-12-13,Hospedagem,200.0,1
3382,2031-07-15,Hospedagem,100.0,1
3383,2030-03-20,Hospedagem,300.0,1
3384,2032-12-13,Hospedagem,50.0,1
3385,2032-12-24,Hospedagem,600.0,1
3386,2030-04-18,Hospedagem,750.0,1
3387,2030-02-09,Hospedagem,100.0,1
3388,2032-05-14,Hospedagem,100.0,1
3389,2031-07-11,Hospedagem,800.0,1
3390,2031-01-24,Hospedagem,200.0,1
3391,2032-10-01,Hospedagem,150.0,1
3392,2032-09-15,Hospedagem,200.0,1
3393,2031-03-21,Hospedagem,200.0,1
3394,2031-05-18,Hospedagem,200.0,1
3395,2032-04-25,Hospedagem,100.0,1
3396,2030-05-14,Hospedagem,150.0,1
3397,2030-08-15,Hospedagem,100.0,1
3398,2031-11-22,Hospedagem,600.0,1
3399,2032-08-05,Hospedagem,300.0,1
3400,2030-01-18,Hospedagem,150.0,1
3401,2032-06-24,Hospedagem,100.0,1
3402,2031-01-27,Hospedagem,200.0,1
3403,2030-05-15,Hospedagem,150.0,1
3404,2032-12-10,Hospedagem,200.0,1
3405,2030-07-13,Hospedagem,100.0,1
3406,2030-06-06,Hospedagem,150.0,1
3407,2031-08-03,Hospedagem,200.0,1
3408,2030-12-14,Hospedagem,150.0,1
3409,2030-10-10,Hospedagem,150.0,1
3410,2032-10-07,Hospedagem,300.0,1
3411,2030-09-29,Hospedagem,300.0,1
3412,2032-04-01,Hospedagem,400.0,1
3413,2030-03-28,Hospedagem,150.0,1
3414,2030-06-14,Hospedagem,100.0,1
3415,2031-06-24,Hospedagem,300.0,1
3416,2032-01-15,Hospedagem,200.0,1
3417,2031-12-10,Hospedagem,200.0,1
3418,2031-06-09,Hospedagem,200.0,1
3419,2031-08-23,Hospedagem,150.0,1
3420,2030-04-04,Hospedagem,800.0,1
3421,2032-05-08,Hospedagem,150.0,1
3422,2030-02-20,Hospedagem,800.0,1
3423,2032-06-08,Hospedagem,400.0,1
3424,2031-09-16,Hospedagem,100.0,1
3425,2032-05-23,Hospedagem,100.0,1
3426,2032-05-25,Hospedagem,150.0,1
3427,2031-09-22,Hospedagem,100.0,1
3428,2031-06-07,Hospedagem,200.0,1
3429,2031-01-10,Hospedagem,100.0,1
3430,2031-09-30,Hospedagem,600.0,1
3431,2030-06-14,Hospedagem,800.0,1
3432,2031-07-12,Hospedagem,300.0,1
3433,2030-05-22,Hospedagem,300.0,1
3434,2032-10-30,Hospedagem,100.0,1
3435,2031-05-10,Hospedagem,200.0,1
3436,2032-12-19,Hospedagem,400.0,1
3437,2031-02-01,Hospedagem,100.0,1
3438,2032-02-12,Hospedagem,100.0,1
3439,2031-08-14,Hospedagem,200.0,1
3440,2031-09-21,Hospedagem,500.0,1
3441,2030-05-25,Hospedagem,200.0,1
3442,2031-07-27,Hospedagem,150.0,1
3443,2031-08-05,Hospedagem,150.0,1
3444,2032-04-17,Hospedagem,450.0,1
3445,2031-07-16,Hospedagem,150.0,1
3446,2030-09-03,Hospedagem,200.0,1
3447,2032-01-31,Hospedagem,600.0,1
3448,2032-03-07,Hospedagem,100.0,1
3449,2030-07-16,Hospedagem,400.0,1
3450,2032-09-22,Hospedagem,150.0,1
3451,2030-06-16,Hospedagem,200.0,1
3452,2031-11-11,Hospedagem,150.0,1
3453,2030-03-24,Hospedagem,450.0,1
3454,2030-02-14,Hospedagem,300.0,1
3455,2032-02-04,Hospedagem,200.0,1
3456,2030-04-14,Hospedagem,200.0,1
3457,2030-09-27,Hospedagem,450.0,1
3458,2032-05-08,Hospedagem,100.0,1
3459,2031-08-31,Hospedagem,300.0,1
3460,2030-10-08,Hospedagem,600.0,1
3461,2031-08-31,Hospedagem,400.0,1
3462,2032-02-12,Hospedagem,200.0,1
3463,2032-01-19,Hospedagem,300.0,1
3464,2032-12-12,Hospedagem,100.0,1
3465,2030-05-17,Hospedagem,450.0,1
3466,2032-05-20,Hospedagem,300.0,1
3467,2032-02-07,Hospedagem,400.0,1
3468,2030-02-10,Hospedagem,100.0,1
3469,2031-05-09,Hospedagem,150.0,1
3470,2032-04-20,Hospedagem,150.0,1
3471,2032-02-28,Hospedagem,600.0,1
3472,2031-03-24,Hospedagem,600.0,1
3473,2032-12-21,Hospedagem,450.0,1
3474,2032-10-07,Hospedagem,150.0,1
3475,2031-02-17,Hospedagem,150.0,1
3476,2032-12-22,Hospedagem,300.0,1
3477,2032-12-20,Hospedagem,150.0,1
3478,2032-01-08,Hospedagem,300.0,1
3479,2032-03-30,Hospedagem,300.0,1
3480,2031-11-01,Hospedagem,150.0,1
3481,2031-12-26,Hospedagem,300.0,1
3482,2032-11-20,Hospedagem,200.0,1
3483,2032-05-01,Hospedagem,100.0,1
3484,2031-10-31,Hospedagem,600.0,1
3485,2032-09-06,Hospedagem,800.0,1
3486,2030-12-02,Hospedagem,200.0,1
3487,2031-01-08,Hospedagem,100.0,1
3488,2031-10-03,Hospedagem,100.0,1
3489,2031-07-02,Hospedagem,400.0,1
3490,2032-02-17,Hospedagem,200.0,1
3491,2032-12-06,Hospedagem,150.0,1
3492,2030-06-25,Hospedagem,100.0,1
3493,2032-04-17,Hospedagem,450.0,1
3494,2031-12-28,Hospedagem,1000.0,1
3495,2032-02-19,Hospedagem,100.0,1
3496,2031-06-11,Hospedagem,100.0,1
3497,2031-06-18,Hospedagem,200.0,1
3498,2031-08-21,Hospedagem,100.0,1
3499,2031-08-01,Hospedagem,800.0,1
3500,2031-01-25,Hospedagem,200.0,1
3501,2031-11-18,Hospedagem,150.0,1
3502,2030-07-04,Hospedagem,150.0,1
3503,2030-07-25,Hospedagem,300.0,1
3504,2032-05-13,Hospedagem,150.0,1
3505,2031-10-04,Hospedagem,150.0,1
3506,2032-12-21,Hospedagem,300.0,1
3507,2030-05-31,Hospedagem,300.0,1
3508,2030-01-16,Hospedagem,400.0,1
3509,2031-06-22,Hospedagem,200.0,1
3510,2030-11-29,Hospedagem,400.0,1
3511,2030-11-26,Hospedagem,100.0,1
3512,2032-11-08,Hospedagem,400.0,1
3513,2032-01-07,Hospedagem,600.0,1
3514,2032-10-19,Hospedagem,200.0,1
3515,2032-08-10,Hospedagem,200.0,1
3516,2032-03-22,Hospedagem,300.0,1
3517,2031-10-16,Hospedagem,150.0,1
3518,2032-12-14,Hospedagem,450.0,1
3519,2031-01-30,Hospedagem,100.0,1
3520,2031-08-12,Hospedagem,450.0,1
3521,2031-05-04,Hospedagem,150.0,1
3522,2030-12-07,Hospedagem,450.0,1
3523,2030-07-14,Hospedagem,100.0,1
3524,2031-11-20,Hospedagem,200.0,1
3525,2031-06-13,Hospedagem,600.0,1
3526,2032-08-17,Hospedagem,100.0,1
3527,2032-07-03,Hospedagem,150.0,1
3528,2032-03-16,Hospedagem,600.0,1
3529,2031-11-30,Hospedagem,200.0,1
3530,2032-05-02,Hospedagem,450.0,1
3531,2032-01-18,Hospedagem,300.0,1
3532,2030-05-18,Hospedagem,400.0,1
3533,2030-03-13,Hospedagem,450.0,1
3534,2032-01-06,Hospedagem,200.0,1
3535,2032-06-26,Hospedagem,100.0,1
3536,2031-10-30,Hospedagem,400.0,1
3537,2030-12-18,Hospedagem,200.0,1
3538,2031-12-12,Hospedagem,100.0,1
3539,2032-08-15,Hospedagem,600.0,1
3540,2030-09-05,Hospedagem,500.0,1
3541,2031-03-13,Hospedagem,200.0,1
3542,2030-04-26,Hospedagem,300.0,1
3543,2032-12-06,Hospedagem,450.0,1
3544,2032-11-03,Hospedagem,100.0,1
3545,2031-03-03,Hospedagem,100.0,1
3546,2032-07-19,Hospedagem,400.0,1
3547,2031-01-31,Hospedagem,500.0,1
3548,2031-08-21,Hospedagem,150.0,1
3549,2031-02-18,Hospedagem,600.0,1
3550,2030-06-28,Hospedagem,100.0,1
3551,2030-08-05,Hospedagem,800.0,1
3552,2031-02-28,Hospedagem,100.0,1
3553,2030-10-09,Hospedagem,200.0,1
3554,2032-05-26,Hospedagem,300.0,1
3555,2030-09-21,Hospedagem,300.0,1
3556,2032-07-26,Hospedagem,600.0,1
3557,2030-02-14,Hospedagem,300.0,1
3558,2032-07-01,Hospedagem,100.0,1
3559,2030-05-22,Hospedagem,300.0,1
3560,2031-11-22,Hospedagem,200.0,1
3561,2031-08-17,Hospedagem,450.0,1
3562,2031-01-25,Hospedagem,200.0,1
3563,2030-02-16,Hospedagem,150.0,1
3564,2030-06-17,Hospedagem,150.0,1
3565,2030-01-23,Hospedagem,200.0,1
3566,2032-07-09,Hospedagem,150.0,1
3567,2030-05-15,Hospedagem,200.0,1
3568,2030-01-10,Hospedagem,100.0,1
3569,2032-11-21,Hospedagem,200.0,1
3570,2030-06-18,Hospedagem,300.0,1
3571,2030-04-02,Hospedagem,400.0,1
3572,2031-09-23,Hospedagem,300.0,1
3573,2032-04-05,Hospedagem,100.0,1
3574,2030-01-07,Hospedagem,150.0,1
3575,2030-04-01,Hospedagem,800.0,1
3576,2032-12-16,Hospedagem,150.0,1
3577,2031-02-20,Hospedagem,200.0,1
3578,2032-05-30,Hospedagem,150.0,1
3579,2032-02-19,Hospedagem,150.0,1
3580,2030-08-07,Hospedagem,450.0,1
3581,2031-06-28,Hospedagem,750.0,1
3582,2031-01-02,Hospedagem,450.0,1
3583,2031-01-22,Hospedagem,200.0,1
3584,2030-05-12,Hospedagem,300.0,1
3585,2032-05-07,Hospedagem,100.0,1
3586,2031-01-06,Hospedagem,750.0,1
3587,2031-06-01,Hospedagem,200.0,1
3588,2030-09-08,Hospedagem,100.0,1
3589,2031-06-13,Hospedagem,100.0,1
3590,2030-10-09,Hospedagem,100.0,1
3591,2031-07-25,Hospedagem,100.0,1
3592,2030-05-05,Hospedagem,100.0,1
3593,2031-11-29,Hospedagem,100.0,1
3594,2032-10-19,Hospedagem,300.0,1
3595,2031-11-13,Hospedagem,100.0,1
3596,2030-07-16,Hospedagem,300.0,1
3597,2030-09-19,Hospedagem,150.0,1
3598,2030-09-08,Hospedagem,400.0,1
3599,2031-06-09,Hospedagem,150.0,1
3600,2030-09-02,Hospedagem,150.0,1
3601,2032-04-25,Hospedagem,300.0,1
3602,2030-10-19,Hospedagem,400.0,1
3603,2030-04-28,Hospedagem,400.0,1
3604,2031-02-06,Hospedagem,400.0,1
3605,2032-06-22,Hospedagem,450.0,1
3606,2030-03-15,Hospedagem,750.0,1
3607,2030-01-12,Hospedagem,300.0,1
3608,2032-07-27,Hospedagem,300.0,1
3609,2032-06-30,Hospedagem,150.0,1
3610,2031-08-11,Hospedagem,450.0,1
3611,2032-12-18,Hospedagem,100.0,1
3612,2030-08-01,Hospedagem,200.0,1
3613,2032-11-18,Hospedagem,200.0,1
3614,2032-11-30,Hospedagem,300.0,1
3615,2030-11-13,Hospedagem,100.0,1
3616,2030-10-09,Hospedagem,150.0,1
3617,2031-06-08,Hospedagem,150.0,1
3618,2030-10-26,Hospedagem,150.0,1
3619,2030-01-15,Hospedagem,200.0,1
3620,2031-01-30,Hospedagem,300.0,1
3621,2031-05-30,Hospedagem,200.0,1
3622,2030-05-24,Hospedagem,600.0,1
3623,2031-04-03,Hospedagem,450.0,1
3624,2032-08-14,Hospedagem,400.0,1
3625,2030-03-13,Hospedagem,150.0,1
3626,2031-07-09,Hospedagem,600.0,1
3627,2030-11-08,Hospedagem,300.0,1
3628,2032-03-29,Hospedagem,100.0,1
3629,2032-02-24,Hospedagem,200.0,1
3630,2031-03-19,Hospedagem,600.0,1
3631,2032-06-03,Hospedagem,200.0,1
3632,2032-01-25,Hospedagem,300.0,1
3633,2032-06-05,Hospedagem,150.0,1
3634,2030-12-23,Hospedagem,1000.0,1
3635,2031-09-10,Hospedagem,100.0,1
3636,2030-02-05,Hospedagem,100.0,1
3637,2032-01-24,Hospedagem,300.0,1
3638,2032-07-20,Hospedagem,150.0,1
3639,2032-01-24,Hospedagem,300.0,1
3640,2030-12-13,Hospedagem,150.0,1
3641,2031-05-20,Hospedagem,150.0,1
3642,2030-09-08,Hospedagem,450.0,1
3643,2030-12-24,Hospedagem,800.0,1
3644,2031-05-21,Hospedagem,600.0,1
3645,2031-09-21,Hospedagem,200.0,1
3646,2032-06-14,Hospedagem,300.0,1
3647,2032-01-17,Hospedagem,150.0,1
3648,2030-05-06,Hospedagem,450.0,1
3649,2030-09-24,Hospedagem,150.0,1
3650,2030-02-24,Hospedagem,200.0,1
3651,2030-11-18,Hospedagem,450.0,1
3652,2030-06-09,Hospedagem,150.0,1
3653,2032-12-25,Hospedagem,150.0,1
3654,2032-03-08,Hospedagem,300.0,1
3655,2032-06-13,Hospedagem,150.0,1
3656,2032-10-30,Hospedagem,100.0,1
3657,2030-10-22,Hospedagem,300.0,1
3658,2030-02-02,Hospedagem,200.0,1
3659,2030-02-13,Hospedagem,150.0,1
3660,2031-04-21,Hospedagem,200.0,1
3661,2032-07-15,Hospedagem,100.0,1
3662,2032-07-22,Hospedagem,300.0,1
3663,2030-03-11,Hospedagem,450.0,1
3664,2030-02-22,Hospedagem,200.0,1
3665,2032-07-21,Hospedagem,200.0,1
3666,2032-04-20,Hospedagem,300.0,1
3667,2031-11-02,Hospedagem,100.0,1
3668,2032-05-23,Hospedagem,200.0,1
3669,2032-07-25,Hospedagem,300.0,1
3670,2032-04-18,Hospedagem,400.0,1
3671,2031-04-24,Hospedagem,400.0,1
3672,2031-11-01,Hospedagem,450.0,1
3673,2030-03-02,Hospedagem,1000.0,1
3674,2031-10-29,Hospedagem,200.0,1
3675,2031-04-27,Hospedagem,450.0,1
3676,2030-03-21,Hospedagem,100.0,1
3677,2031-10-06,Hospedagem,400.0,1
3678,2032-03-22,Hospedagem,100.0,1
3679,2032-10-17,Hospedagem,400.0,1
3680,2030-03-15,Hospedagem,100.0,1
3681,2030-01-11,Hospedagem,100.0,1
3682,2031-07-02,Hospedagem,600.0,1
3683,2032-05-10,Hospedagem,100.0,1
3684,2032-09-18,Hospedagem,450.0,1
3685,2031-05-01,Hospedagem,500.0,1
3686,2030-06-15,Hospedagem,150.0,1
3687,2030-02-25,Hospedagem,150.0,1
3688,2031-02-07,Hospedagem,100.0,1
3689,2031-02-15,Hospedagem,450.0,1
3690,2032-09-21,Hospedagem,150.0,1
3691,2030-05-25,Hospedagem,300.0,1
3692,2031-08-07,Hospedagem,300.0,1
3693,2032-08-28,Hospedagem,150.0,1
3694,2031-02-18,Hospedagem,150.0,1
3695,2031-01-07,Hospedagem,100.0,1
3696,2030-11-02,Hospedagem,200.0,1
3697,2032-07-04,Hospedagem,100.0,1
3698,2032-04-09,Hospedagem,150.0,1
3699,2031-07-30,Hospedagem,750.0,1
3700,2032-12-12,Hospedagem,100.0,1
3701,2031-02-11,Hospedagem,150.0,1
3702,2030-06-16,Hospedagem,450.0,1
3703,2032-05-12,Hospedagem,200.0,1
3704,2032-10-26,Hospedagem,300.0,1
3705,2030-08-05,Hospedagem,300.0,1
3706,2032-05-11,Hospedagem,200.0,1
3707,2031-02-02,Hospedagem,200.0,1
3708,2032-09-11,Hospedagem,150.0,1
3709,2031-01-27,Hospedagem,200.0,1
3710,2030-03-04,Hospedagem,600.0,1
3711,2032-04-15,Hospedagem,150.0,1
3712,2030-12-16,Hospedagem,200.0,1
3713,2031-05-11,Hospedagem,150.0,1
3714,2030-12-28,Hospedagem,100.0,1
3715,2031-01-18,Hospedagem,100.0,1
3716,2030-12-08,Hospedagem,150.0,1
3717,2031-10-28,Hospedagem,300.0,1
3718,2032-06-20,Hospedagem,150.0,1
3719,2031-02-16,Hospedagem,400.0,1
3720,2032-04-21,Hospedagem,200.0,1
3721,2030-07-03,Hospedagem,200.0,1
3722,2031-07-01,Hospedagem,1000.0,1
3723,2031-10-14,Hospedagem,300.0,1
3724,2031-10-31,Hospedagem,100.0,1
3725,2031-12-04,Hospedagem,150.0,1
3726,2030-11-30,Hospedagem,300.0,1
3727,2031-12-29,Hospedagem,150.0,1
3728,2031-01-10,Hospedagem,150.0,1
3729,2031-07-16,Hospedagem,100.0,1
3730,2032-03-20,Hospedagem,100.0,1
3731,2030-12-11,Hospedagem,400.0,1
3732,2031-05-25,Hospedagem,150.0,1
3733,2030-04-30,Hospedagem,200.0,1
3734,2032-07-17,Hospedagem,100.0,1
3735,2031-10-11,Hospedagem,300.0,1
3736,2030-06-07,Hospedagem,150.0,1
3737,2031-08-30,Hospedagem,600.0,1
3738,2031-12-20,Hospedagem,200.0,1
3739,2030-04-06,Hospedagem,600.0,1
3740,2031-07-05,Hospedagem,400.0,1
3741,2030-05-20,Hospedagem,300.0,1
3742,2031-06-26,Hospedagem,300.0,1
3743,2031-04-12,Hospedagem,150.0,1
3744,2032-07-10,Hospedagem,100.0,1
3745,2030-11-01,Hospedagem,200.0,1
3746,2030-01-16,Hospedagem,400.0,1
3747,2032-05-31,Hospedagem,400.0,1
3748,2030-12-12,Hospedagem,150.0,1
3749,2032-07-13,Hospedagem,150.0,1
3750,2030-06-18,Hospedagem,450.0,1
3751,2032-08-29,Hospedagem,100.0,1
3752,2032-01-24,Hospedagem,300.0,1
3753,2032-11-15,Hospedagem,100.0,1
3754,2030-04-23,Hospedagem,200.0,1
3755,2032-10-30,Hospedagem,150.0,1
3756,2031-01-03,Hospedagem,150.0,1
3757,2031-02-27,Hospedagem,400.0,1
3758,2031-01-16,Hospedagem,100.0,1
3759,2032-02-14,Hospedagem,50.0,1
3760,2032-08-09,Hospedagem,200.0,1
3761,2032-04-12,Hospedagem,150.0,1
3762,2030-01-28,Hospedagem,150.0,1
3763,2031-01-16,Hospedagem,200.0,1
3764,2032-06-19,Hospedagem,150.0,1
3765,2030-12-01,Hospedagem,100.0,1
3766,2031-12-03,Hospedagem,300.0,1
3767,2032-05-19,Hospedagem,100.0,1
3768,2031-05-22,Hospedagem,150.0,1
3769,2030-09-11,Hospedagem,400.0,1
3770,2031-11-30,Hospedagem,500.0,1
3771,2032-03-01,Hospedagem,200.0,1
3772,2030-01-27,Hospedagem,150.0,1
3773,2032-07-20,Hospedagem,150.0,1
3774,2030-08-05,Hospedagem,1000.0,1
3775,2032-06-02,Hospedagem,400.0,1
3776,2031-08-17,Hospedagem,150.0,1
3777,2031-10-26,Hospedagem,400.0,1
3778,2031-12-29,Hospedagem,200.0,1
3779,2031-12-20,Hospedagem,400.0,1
3780,2031-12-22,Hospedagem,100.0,1
3781,2031-04-05,Hospedagem,300.0,1
3782,2030-05-22,Hospedagem,200.0,1
3783,2031-01-26,Hospedagem,200.0,1
3784,2030-10-20,Hospedagem,150.0,1
3785,2030-03-05,Hospedagem,150.0,1
3786,2030-08-08,Hospedagem,600.0,1
3787,2030-06-01,Hospedagem,300.0,1
3788,2032-02-04,Hospedagem,150.0,1
3789,2032-12-07,Hospedagem,300.0,1
3790,2031-06-28,Hospedagem,200.0,1
3791,2032-07-29,Hospedagem,450.0,1
3792,2030-04-12,Hospedagem,200.0,1
3793,2031-03-23,Hospedagem,100.0,1
3794,2031-04-04,Hospedagem,1000.0,1
3795,2030-07-02,Hospedagem,200.0,1
3796,2031-09-19,Hospedagem,200.0,1
3797,2030-09-08,Hospedagem,200.0,1
3798,2032-08-21,Hospedagem,300.0,1
3799,2030-07-02,Hospedagem,200.0,1
3800,2032-12-06,Hospedagem,200.0,1
3801,2032-11-01,Hospedagem,100.0,1
3802,2030-04-19,Hospedagem,300.0,1
3803,2030-03-28,Hospedagem,200.0,1
3804,2031-03-01,Hospedagem,100.0,1
3805,2032-07-23,Hospedagem,100.0,1
3806,2032-11-27,Hospedagem,150.0,1
3807,2032-01-02,Hospedagem,300.0,1
3808,2032-01-02,Hospedagem,200.0,1
3809,2032-10-31,Hospedagem,150.0,1
3810,2032-05-05,Hospedagem,150.0,1
3811,2032-06-11,Hospedagem,450.0,1
3812,2031-12-01,Hospedagem,300.0,1
3813,2030-05-14,Hospedagem,300.0,1
3814,2031-09-25,Hospedagem,100.0,1
3815,2031-09-11,Hospedagem,100.0,1
3816,2031-12-27,Hospedagem,150.0,1
3817,2031-09-04,Hospedagem,150.0,1
3818,2032-04-15,Hospedagem,150.0,1
3819,2031-01-11,Hospedagem,400.0,1
3820,2031-01-19,Hospedagem,450.0,1
3821,2032-08-18,Hospedagem,500.0,1
3822,2031-12-20,Hospedagem,500.0,1
3823,2030-09-26,Hospedagem,100.0,1
3824,2032-05-21,Hospedagem,200.0,1
3825,2031-08-07,Hospedagem,100.0,1
3826,2031-12-30,Hospedagem,50.0,1
3827,2030-10-26,Hospedagem,200.0,1
3828,2030-04-02,Hospedagem,400.0,1
3829,2031-11-30,Hospedagem,150.0,1
3830,2032-12-15,Hospedagem,800.0,1
3831,2030-03-28,Hospedagem,600.0,1
3832,2031-12-30,Hospedagem,500.0,1
3833,2031-03-02,Hospedagem,100.0,1
3834,2030-11-29,Hospedagem,100.0,1
3835,2032-01-25,Hospedagem,300.0,1
3836,2030-08-03,Hospedagem,100.0,1
3837,2031-04-04,Hospedagem,400.0,1
3838,2032-05-16,Hospedagem,450.0,1
3839,2032-05-05,Hospedagem,150.0,1
3840,2030-10-02,Hospedagem,300.0,1
3841,2031-08-28,Hospedagem,500.0,1
3842,2031-01-12,Hospedagem,600.0,1
3843,2032-05-25,Hospedagem,300.0,1
3844,2030-04-07,Hospedagem,150.0,1
3845,2031-09-23,Hospedagem,300.0,1
3846,2031-06-15,Hospedagem,450.0,1
3847,2032-05-19,Hospedagem,600.0,1
3848,2030-11-04,Hospedagem,300.0,1
3849,2031-02-10,Hospedagem,150.0,1
3850,2031-06-29,Hospedagem,300.0,1
3851,2030-10-17,Hospedagem,150.0,1
3852,2031-01-28,Hospedagem,100.0,1
3853,2032-10-24,Hospedagem,750.0,1
3854,2030-11-25,Hospedagem,100.0,1
3855,2030-06-16,Hospedagem,600.0,1
3856,2032-07-17,Hospedagem,100.0,1
3857,2032-11-23,Hospedagem,300.0,1
3858,2032-06-04,Hospedagem,300.0,1
3859,2031-12-26,Hospedagem,200.0,1
3860,2031-06-07,Hospedagem,1000.0,1
3861,2032-09-20,Hospedagem,150.0,1
3862,2030-01-02,Hospedagem,200.0,1
3863,2032-12-16,Hospedagem,600.0,1
3864,2032-01-20,Hospedagem,200.0,1
3865,2032-10-14,Hospedagem,450.0,1
3866,2030-02-28,Hospedagem,150.0,1
3867,2031-12-07,Hospedagem,100.0,1
3868,2030-10-07,Hospedagem,200.0,1
3869,2030-04-20,Hospedagem,100.0,1
3870,2031-07-16,Hospedagem,450.0,1
3871,2032-09-08,Hospedagem,200.0,1
3872,2031-03-26,Hospedagem,300.0,1
3873,2031-05-09,Hospedagem,400.0,1
3874,2031-05-30,Hospedagem,300.0,1
3875,2030-04-10,Hospedagem,150.0,1
3876,2032-03-08,Hospedagem,150.0,1
3877,2031-05-16,Hospedagem,300.0,1
3878,2031-10-29,Hospedagem,450.0,1
